Study_Hours,Attendance,Prev_Score,Target
500.0,85.49579175574135,5.04362499948775,1
17.21142890255866,-99.0,3.430271333085906,1
13.711903068982481,41.327413091739835,5.457773369371392,2
11.578535747152586,59.41661314897247,4.867304970380362,2
4.496298247078984,69.31859142427994,7.062723838410056,2
4.495912325379242,86.22444506846759,6.634675496716142,2
2.9293377946911914,80.9977225963903,5.18756236918524,0
15.858818332398963,66.7541623826049,4.30735532552994,1
11.61784018789134,56.41759997689995,8.92821579693355,1
13.329161244736728,99.82747000946267,5.724009727176689,1
2.329351908732839,65.57087813415838,7.1296454146814225,0
17.518557634591907,67.08322145978053,3.8433178054701647,1
15.319082252806748,49.81742927150015,5.913538197956386,1
5.3974257708524185,87.68857292499575,3.165220319216793,0
4.90919947531361,81.62093354688932,6.0327307074627,0
4.934472157654941,53.24617676732562,8.784104442706214,0
6.867875887352604,44.94286273695056,5.305240277914802,0
10.396102906115805,80.82995812448279,3.2339760754494695,1
8.911120298273852,79.27067285686812,3.1857347455160614,0
6.659666243168671,56.395571619892564,5.327920559681217,0
11.789646315558072,97.05181373502462,3.9601496187791643,1
4.231901770432669,49.06347350685401,3.1401125779691155,0
6.6743143765634905,65.94008806255611,7.537281683701061,0
7.861789492699067,96.61695521005593,5.751138053291344,1
9.297119747472575,65.18363901556734,4.735468631835927,1
14.562815382288218,78.31155685984513,8.400499098098884,1
5.194780514533756,63.855663877767654,3.6968337612031537,0
10.227751014617786,56.452912140920205,8.735512973731915,1
11.47863310179268,99.0386588775897,4.883800304264117,1
2.7432066035199636,64.56004037890258,8.330422033852088,0
11.720717630423014,93.64595222074806,6.617657258876769,1
4.7283859789966645,53.79727635346517,7.9602441584489245,0
3.0408254877644723,52.786282241505,8.904078979262785,0
17.18216859605333,41.86804497307068,4.730432626912474,1
17.45011252919295,79.10000952255311,8.766812912445559,2
14.934357569863378,62.11158062342567,5.336891369414522,1
6.873820306773931,91.86149499037822,5.313071428421534,1
3.562753824102142,68.39259440149343,5.042322625527034,0
12.94772842419451,98.09160567488331,6.248445644085511,1
9.04243989983362,51.13153094218727,3.9248702590709224,0
3.952611757516461,92.11739007733664,6.322268912148067,0
9.922830561780323,86.59581116750451,6.250228874460024,1
2.5502163378434943,86.25531067864313,7.57141087562922,0
16.54912643326051,90.68699368701326,8.001899771625514,2
6.140479705600271,85.66143945657993,5.642648101874544,0
12.600356549663712,77.57321929788492,4.813999496108963,1
6.987377217430575,47.87469266094325,4.556009383902567,0
10.321088338844973,41.95157076947511,4.167743020229231,0
10.747364469492474,95.2508708689412,3.3458854931941495,1
4.957671288408433,76.99901887124429,5.05468787300828,0
17.513354044232937,87.79223745857058,4.6214861527846995,2
14.402125173777833,68.891341090753,8.798504315198445,1
17.031983065027028,47.038491337743665,6.346252957500264,1
16.317237606842383,47.511147532153025,5.083662234183045,1
11.566399660977362,81.13391723373829,6.4828056059621755,1
16.74998776036987,65.81835369396777,3.8351802080741733,1
3.415880032830712,52.0314836020202,5.664262495213217,0
5.135725798706323,69.49567280448622,6.757405928526383,0
2.723636622568609,43.85253622450804,5.933386990754708,0
7.2052852922122295,74.91828411486392,5.410672803925945,0
8.218836635031712,56.13960426610586,8.963090333398188,1
6.341584508382335,87.85354603823129,8.281888572893562,1
15.25980014643087,58.621717535414426,6.74043574895664,1
7.7080532270974285,67.31320894490807,6.416264167093697,1
6.494952154998092,40.697232394486036,6.723962878947504,0
10.683137330531975,44.34681326767353,4.207872646934599,0
4.254787599596202,63.549613384401084,5.370826459585912,0
14.835151692064635,68.79633008302741,3.236757197345396,1
3.192810298876333,76.00123288715822,5.85327622492096,0
17.790190985608277,57.499754722558194,6.258147503745979,1
14.355916308746519,81.69891316759255,4.366498416619257,1
5.1794509045467585,91.60734383135227,8.784173082993082,1
2.0883538739776384,86.791059333601,8.456727665623452,0
15.047382855277347,42.37712952090143,7.332859412735435,1
13.309717501561874,68.83041683546973,6.2003197725921755,1
13.664114688655797,46.29581070509049,8.21981495788611,1
14.340325546975132,54.522700951751645,3.7839140629407773,1
3.1847144277454458,99.19975559602878,7.74305876564931,0
7.735451656708362,48.5497325740908,3.74892488380109,0
3.8539049524020754,69.93328920708137,7.765263975296433,0
15.809654814009496,77.08934405908715,4.654605409508141,1
11.972770029240927,82.14789823264624,8.262543486109134,1
7.294368397642387,73.57892100921484,8.664252562952388,1
3.016933604576378,40.58625084515102,3.892775816430694,0
6.975717147450595,59.58767849463951,5.7760536303923615,0
7.202933152427953,71.06269860308268,8.885924268976112,1
13.673698853409025,45.27198994869,5.90044461583888,1
12.20091954168341,61.037615872550845,8.181285135087272,1
16.195403881221225,41.99218652748199,6.5323891327879196,1
9.555438802591189,44.71470982930124,5.251979447517611,0
3.9135079350128272,63.815396572095764,4.714701333155221,0
13.41191659556792,47.96294524258362,4.219338546516523,1
14.172560777870359,74.05245089569348,7.570789148266183,1
10.98043516111194,81.36789814823595,5.319243040938167,1
14.335474879272976,88.03520194654497,6.067652773204507,1
9.900729541830252,52.009014654688606,5.953952880007091,1
10.363725270111905,50.04895493554419,6.463674175398787,1
8.840656293736794,46.274070420064014,8.193462873747313,1
2.406706027905523,78.1858149726182,8.884436061500576,0
3.726262831892871,82.38854358921407,5.445505251442902,0
2.502866970987748,41.89516868953852,7.965113532637819,0
12.182566580220486,96.17273477462139,7.587166767928306,1
7.029695697221227,43.118277019088346,6.441173708733439,0
10.137131058635244,72.47778011806423,8.736282861671599,1
16.52106358281749,82.54363116705498,4.2028470931704165,1
5.988675666381999,92.25814742476513,3.6555852618577287,0
8.566126768570076,82.84521592794567,8.123771801732532,1
14.088818216688779,88.10368498418751,5.63489889980249,1
5.660770647865959,60.367011552568364,8.081813125242363,0
3.231678557260688,88.88950682479074,8.35854123117249,0
6.636023246620288,44.806890783080505,3.3747455617144286,0
4.579540596064071,93.68899936363167,8.300788577916364,1
16.87516243748117,72.85554256922418,5.689914332216533,1
,89.03786619774962,6.062594934025393,1
12.134460104166775,67.139097071098,6.759555066559262,1
